OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Latitude,Longitude
63,19120,Alaska -- 19080,George Inlet, , ,United States,Alaska-Canada coastal waters; North Pacific Ocean, ,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp8/CPB8_WEB.pdf,17428, , ,"coa26d, gen26c",4,0,0,0,7.9,4.9,0,0,0,0,0,0,0,Very Small,Coastal (Natural),55.383333,-131.466667
64,19200,Alaska -- 19080,Burnett Inlet, , ,United States,Alaska-Canada coastal waters; North Pacific Ocean, ,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp8/CPB8_WEB.pdf,17382, , ,"a2619300, coa26d, gen26c, h2619300",4.3,0,0,11,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),56.066667,-132.466667
65,6970,United States E Coast -- 6585,Monhegan, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13301, , ,"a1806920, coa18a, gen18a",2.7,0,3.4,3.4,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),43.766667,-69.316667
66,6710,United States E Coast -- 6585,Northeast Harbor, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13321, , ,"a1806700, coa18b, gen18a",0,0,3.4,3.4,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),44.3,-68.283333
67,6800,United States E Coast -- 6585,Bucks Harbor,South Brooksville, ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13309, , ,"a1806920, coa18a, gen18a",0,0,6.4,11,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),44.333333,-68.733333
68,6830,United States E Coast -- 6585,Matinicus, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13303, , ,"a1806920, coa18a, gen18a",2.7,0,6.4,3.4,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),43.866667,-68.883333
69,43780,Ukraine -- 43620,Balaklava, , ,Ukraine,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55104, , ,"a1043760, coa10b, gen10b",0,0,12.5,23.2,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),44.5,33.6
70,43810,Ukraine -- 43620,Alushta, , ,Ukraine,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55140, , ,"coa10b, gen10b",0,0,12.5,23.2,3.4,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,44.683333,34.416667
71,49460,India East Coast -- 49310,Machilipatnam, , ,India,Bay of Bengal; Indian Ocean, ,Sailing Directions Pub. 173 (Enroute) - India and the Bay of Bengal,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub173bk.pdf&type=view,63280, , ,"coa03l, gen03a, h0349460",1,0,14,14,12.5,14,0,0,0,0,0,0,0,Very Small,Open Roadstead,16.15,81.166667
72,49875,Malaysia -- 49820,Malong Marine Terminal, , ,Malaysia,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93110, , ,"coa03b, gen03a",3,0,23.2,23.2,0,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,4.633333,104.816667
73,63090,Antarctica -- 63060,Admiralty Bay, , ,Antarctica,Bransfield Strait; Drake Passage; South Atlantic Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29101, , ,"coa29c, gen29c",0,0,23.2,23.2,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-62.083333,-58.416667
74,63110,Antarctica -- 63060,Melchior Harbor, , ,Antarctica,South Pacific Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29106, , ,"coa29c, gen29c",0,0,4.9,23.2,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-64.316667,-63
75,7900,United States E Coast -- 6585,Grasselli, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,12333, , ,"a1707640, coa17c, h1707810",1.5,0,9.4,9.4,9.4,0,0,0,0,0,0,0,0,Small,River (Natural),40.616667,-74.2
76,543,Greenland East Coast -- 540,Kusanartoq, , ,Greenland,North Atlantic Ocean, ,Sailing Directions Pub. 181 (Enroute) - Greenland and Iceland,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub181bk.pdf&type=view,38060, , ,"coa19b, gen19b",6,0,12.5,17.1,0,0,0,0,0,0,0,0,0,Small,Coastal (Natural),61.766667,-42.216667
77,2350,Ottawa River -- 2270,Carillon, , ,Canada,Lake Ontario; Great Lakes, ,Sailing Directions Pub. 145 (Enroute) - Nova Scotia and the Saint Lawrence,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub145bk.pdf&type=view, , , ,a1802550,0,0,1.8,9.4,1.8,0,0,0,0,0,0,0,0,Very Small,River (Natural),45.566667,-74.366667
78,4020,Canada Lake Huron -- 3640,Depot Harbour, , ,Canada,Lake Huron; Great Lakes, ,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp6/CPB6_WEB.pdf, , , ,h1802740,0,0,6.4,6.4,6.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),45.316667,-80.1
79,44807,Italy -- 40345,Aksaz Limani, , ,Turkey,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54425, , ,"a1044805, coa10c, gen10b, h1044808",0,0,23.2,0,0,0,0,0,0,0,0,0,0,Small,Coastal (Natural),36.833333,28.383333
80,46239,Nigeria -- 46120,Egina Oil Terminal, , ,Nigeria,Gulf of Guinea; North Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57140, , ,"coa01a, gen01b",0,0,23.2,23.2,7.9,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,3.066667,6.7
81,46452,Gabon -- 46410,Olowi Marine Terminal, , ,Gabon,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57220, , ,"coa01h, gen01b",0,0,0,0,0,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,-3.133333,10.216667
82,47625,Madagascar -- 47350,Antsohim Bondrona, , ,Madagascar,Mozambique Channel; Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub171bk.pdf&type=view,61410, , ,"coa02h, gen02b",0,0,7.9,7.9,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-13.083333,48.833333
83,53195,New Guinea SE Coast -- 53140,Discovery Bay, , ,Papua New Guinea,Solomon Sea; South Pacific Ocean, ,Sailing Directions Pub. 164 (Enroute) - New Guinea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub164bk.pdf&type=view,73601, , ,"coa05f, gen05a",4,0,11,23.2,11,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-10.416667,150.416667
84,56039,Tabuaeran Atoll (Fanning Island) -- 56037,English Harbor, , ,Kiribati,North Pacific Ocean, ,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub126bk.pdf&type=view,83158, , ,gen13c,0.3,0,23.2,17.1,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),3.85,-159.366667
85,26990,Sweden Cont -- 24975,Gumbodahamn, , ,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean, ,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view,44260, , ,"coa22l, gen22d",0,0,4.9,4.9,4.9,0,0,0,0,0,0,0,0,Very Small,River (Basins),64.233333,21.1
86,42180,Greece East Coast -- 42010,Ayios Nikolaos,Arapis, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54339, , ,"a0942050, coa09d, gen09, h0942230",0,0,9.4,12.5,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),37.983333,23.533333
87,43093,Kikladhes -- 42870,Akra Kavonisi, , ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54318, , ,"a0943100, coa09d, gen09",1,0,0,0,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),35.516667,23.633333
88,43384,Turkey Europe -- 43325,Borusan Fertilizer Jetty, , ,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55043, , ,"a1043410, coa10c, gen10b",0,0,0,23.2,6.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),40.416667,29.1
89,60030,China Continued -- 59850,Ankingcheng,Anking; Anqing; Huai Ning, ,China,East China Sea; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view, , , ,gen23a,16,0,3.4,6.4,1.8,4.9,0,0,0,0,0,0,0,Very Small,River (Natural),30.516667,117.033333
90,61110,Japan -- 61100,Mombetsu Ko,Monbetu Ko, ,Japan,Sea of Okhotsk; North Pacific Ocean, ,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub158bk.pdf&type=view, , , ,"coa24b, gen24b",3,0,11,11,11,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),44.35,143.35
91,63070,Antarctica -- 63060,Ellefsen Harbor, , ,Antarctica,Scotia Sea; South Atlantic Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29107, , ,"a2963070, coa29d, gen29c, h2963070",0,0,11,23.2,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-60.733333,-45.033333
92,63120,Antarctica -- 63060,Andersen Harbor, , ,Antarctica,South Pacific Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29106, , ,"coa29c, gen29c",0,0,23.2,20.1,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-64.316667,-62.933333
93,11360,St Martin -- 11355,Baie Du Marigot, , ,France,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,25608, , ,"a1611370, coa16b, gen16, h1611370",2,0,6.4,6.4,4.9,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,18.066667,-63.083333
94,11372,St Martin -- 11355,Coles Bay Oil Terminal, , ,Sint Maarten,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,25613, , ,"a1611370, coa16b, gen16, h1611370",1,0,0,11,0,9.4,0,0,0,0,0,0,0,Small,Open Roadstead,18.016667,-63.083333
95,48057,Egypt Red Sea -- 47950,Zafarana Terminal, , ,Egypt,Gulf of Suez; Red Sea; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62195, , ,"a1048062, coa10f, gen10c",0,0,0,23.2,0,15.5,0,0,0,0,0,0,0,Very Small,Open Roadstead,29.166667,32.683333
96,60205,China Continued -- 59850,Suizhang Gang, , ,China,Bo Hai; Yellow Sea; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view,94420, , ,"coa23e, gen23a",0,0,11,0,12.5,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,40.066667,121.05
97,57900,Taiwan -- 57880,Su-Ao,Su Ao Kang, ,Taiwan,East China Sea; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view,94122, , ,"a2357900, coa23c, gen23b, h2357900",2,0,14,20.1,12.5,11,0,0,0,0,0,0,0,Medium,Coastal (Breakwater),24.6,121.866667
98,60870,Sakhalin -- 60840,Vitaz Marine Terminal, , ,Russia,Sea of Okhotsk; North Pacific Ocean, ,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub155bk.pdf&type=view, , , ,"coa24d, gen24a",0,0,0,23.2,0,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,52.7,143.55
99,60010,China Continued -- 59850,Wu Hu, , ,China,East China Sea; North Pacific Ocean, ,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub157bk.pdf&type=view, , , ,gen23a,1,0,6.4,7.9,4.9,0,0,0,0,0,0,0,0,Small,River (Natural),31.333333,118.366667
100,49685,Burma (Myanmar) -- 49610,Yetagun Marine Terminal, , ,Burma,Andaman Sea; Indian Ocean, ,Sailing Directions Pub. 173 (Enroute) - India and the Bay of Bengal,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub173bk.pdf&type=view,63430, , ,"coa03p, gen03a",1,0,23.2,0,0,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,13.05,96.85
101,47989,Egypt Red Sea -- 47950,Zeit Bay Lpg Terminal, , ,Egypt,Gulf of Suez; Red Sea; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62191, , ,"a1048015, coa10f, gen10c",1,0,3.4,20.1,0,7.9,0,0,0,0,0,0,0,Very Small,Open Roadstead,27.8,33.566667
102,51800,Indonesia - Borneo -- 51760,Tanjungredeb,Tandjung Redeb, ,Indonesia,Celebes Sea; North Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view,72120, , ,"coa11j, gen11b",0,0,4.9,6.4,4.9,0,0,0,0,0,0,0,0,Small,River (Natural),2.15,117.483333
103,59575,Philippine Islands -- 57960,Santa Clara, , ,Philippines,Celebes Sea; North Pacific Ocean, ,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub162bk.pdf&type=view,92200, , ,"coa11h, gen11b",0,0,9.4,12.5,6.4,6.4,0,0,0,0,0,0,0,Very Small,Coastal (Natural),7.783333,122.683333
104,11048,Dominican Republic -- 10950,Punta Nizao Oil Terminal, , ,Dominican Republic,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,25842, , ,"a1611070, coa16k, gen16",1,0,0,12.5,0,12.5,0,0,0,0,0,0,0,Small,Open Roadstead,18.2,-70.2
105,57490,Cambodia -- 57478,Phsar Ream,Ream, ,Cambodia,Gulf of Thailand; South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93284, , ,"a0357485, coa03e, gen03a, h0357490",0,0,4.9,11,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),10.5,103.6
106,50231,Indonesia -- 50020,Ramba, , ,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view, , , ,gen03c,0,0,4.9,0,4.9,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,-2.616667,104.133333
107,56330,Wake Island -- 56329,Wake Island, , ,Wake Island,North Pacific Ocean, ,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub126bk.pdf&type=view,81664, , ,"gen12d, h1256330",1,0,23.2,0,0,12.5,0,0,0,0,0,0,0,Very Small,Coastal (Natural),19.283333,166.616667
108,61090,Kuril Islands -- 61070,Shakotan, , ,Russia,North Pacific Ocean, ,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub158bk.pdf&type=view, , , ,"a2461090, coa24m, gen24a",3,0,9.4,14,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),43.866667,146.833333
109,50932,Jawa -- 50920,Tanjung Gerem, , ,Indonesia,"Indian Ocean, Java Sea; South Pacific Ocean", ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view,71180, , ,"coa04a, gen04c",0,0,12.5,23.2,0,11,0,0,0,0,0,0,0,Very Small,Open Roadstead,-5.966667,105.983333
110,48341,Saudi Arabia Continued -- 48330,Ras Al Ghar, , ,Saudi Arabia,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62418, , ,"a1048338, coa10n, gen10a",0,0,9.4,9.4,11,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),26.9,49.866667
111,7890,United States E Coast -- 6585,Port Socony, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,12331, , ,"a1707640, coa17c, h1707960",1.5,0,9.4,9.4,7.9,9.4,0,0,0,0,0,0,0,Small,River (Natural),40.55,-74.25
112,8890,US Gulf Coast -- 8650,Tri-City Port, , ,United States,Lake Michigan; Great Lakes, ,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp6/CPB6_WEB.pdf, , , ,a1509000,0,0,3.4,0,0,0,0,0,0,0,0,0,0,Large,River (Natural),38.716667,-90.2
113,11005,Dominican Republic -- 10950,Puerto Botado, , ,Dominican Republic,North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,25724, , ,"coa16f, gen16, h1611000",0,0,4.9,0,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),19.2,-69.45
114,63100,Antarctica -- 63060,Port Lockroy, , ,Antarctica,South Pacific Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29106, , ,"coa29b, gen29c, h2963100",3,0,20.1,17.1,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-64.816667,-63.5
115,51500,Kepulauan Anambas -- 51480,Tarempah, , ,Indonesia,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view,71445, , ,"coa11b, gen11b",0,0,3.4,23.2,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),3.216667,106.216667
116,52440,Kepulauan Sangihe -- 52400,Tahuna,Taroena; Tohoena, ,Indonesia,Celebes Sea; North Pacific Ocean, ,Sailing Directions Pub. 164 (Enroute) - New Guinea,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub164bk.pdf&type=view,73341, , ,"coa11m, gen11b",3,0,3.4,23.2,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),3.616667,125.483333
117,57472,Thailand -- 57431,Petchburi Terminal, , ,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93240, , ,"coa03e, gen03a",0,0,0,17.1,11,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,13.166667,100.15
118,63080,Antarctica -- 63060,Scotia Bay, , ,Antarctica,Scotia Sea; South Atlantic Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29107, , ,"coa29d, gen29d, h2963080",0,0,23.2,14,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),-60.75,-44.716667
119,33470,Scotland West Coast -- 32790,Rothesay Dock, , ,United Kingdom,North Atlantic Ocean, ,Sailing Directions Pub. 141 (Enroute) - Scotland,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view,36019, , ,"gen20b, h2033490",3,0,6.4,0,4.9,0,0,0,0,0,0,0,0,Very Small,River (Natural),55.9,-4.4
120,12650,Brazil NE Coast Cont -- 12575,Porto De Mucuripe,Ceara; Fortaleza, ,Brazil,South Atlantic Ocean, ,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub124bk.pdf&type=view,24251, , ,"a0112650, coa01d, gen01b, h0112650",2,0,9.4,6.4,9.4,9.4,0,0,0,0,0,0,0,Small,Open Roadstead,-3.716667,-38.483333
121,4130,Canada Lake Huron -- 3640,Sheguiandah, , ,Canada,Lake Huron; Great Lakes, ,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp6/CPB6_WEB.pdf, , , ,"coa28o, gen28a",0,0,4.9,4.9,4.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),45.9,-81.916667
